1.605120776715E9,3,1,1,2,2,2,2,100,NaN,2.86435395054858,14,0,0,0,40.0068223
1.605120911715E9,3,1,1,2,2,2,2,24.2028980313255,NaN,0.692414760257903,23,0,0,0,40.021238
