1.605122231714E9,3,1,1,2,2,2,2,0,NaN,0.00317914352621071,111,0,0,0,40.2406331
1.605122381715E9,3,1,1,2,2,2,2,0,NaN,0.00193764342124364,121,0,0,0,40.2599962
